462.8948364	552.5026245
511.3032837	783.3098145
463.271698	551.2310791
559.1806641	741.3768921
583.1573486	776.1210327
660.3357544	661.6021118
455.8832397	782.3182373
486.7904053	782.2717285
521.8257446	780.8609619
583.7969971	717.8175659
412.3364563	746.3324585
651.664917	670.1152954
638.2918091	688.0974731
600.5785522	513.2941284
502.9255981	501.9005127
604.5778198	500.2008362
456.6644592	578.5910034
587.8039551	787.5880737
585.9168091	741.4714966
410.1972351	745.4901733
503.8089905	501.9437561
482.255127	782.7747192
587.3074341	787.3302612
457.3725281	597.3551636
457.3533936	576.8309326
421.2493591	621.519104
472.143219	567.4105225
470.2962341	572.503479
634.2432251	696.0462646
490.067749	784.7676392
469.3677368	575.4390259
626.6769409	763.1231689
643.4349976	680.8255615
586.9993896	731.9909058
586.9141846	730.1820679
